Timestamp,Title,Location,Remote?,Org Size,Salary,Years of experience,Industry,Additional comments,Additional perks?
2/15/2021 11:13:05,Sr. Security Engineer,"Portland, ME",Yes,1001 - 5000,"$125,000",15,Staffing. ,Have made more in the past doing consulting. When working as a W2 employee my salary has hovered around $120k.,Some bonuses. No stocks. 
2/15/2021 13:49:23,iOS engineer,"Dallas,TX",No,1001 - 5000,100k,3,Social,,Like 5k 
2/15/2021 15:40:47,Ux designer,"Dallas, Tx",No,> 5000,92000,3,Insurance,,
2/16/2021 8:53:14,ux designer,"washington, dc",No,51 - 500,"125,000",15,software development,,"5,000"
2/17/2021 19:04:59,Build Engineer,"Seattle, WA",Yes,51 - 500,"142,000",8,Video Games,"$7k signing bonus, $70k in sign-on stock",15% annual bonus
2/17/2021 20:01:37,Software engineer ,"Seattle, WA",Yes,51 - 500,$162k,9,Video,,15% base pay
2/17/2021 22:49:26,UI SOFTWARE ENGINEER ,"Atlanta, GA",Yes,501 - 1000,"95,000",5,Sales,,Yes
2/18/2021 4:13:12,Senior Implementation Engineering Lead,"London, United Kingdom",Yes,1001 - 5000,£135'000,16,Cloud,,10% bonus with stock options
2/18/2021 23:19:51,Senior Technical Analyst,"Frisci, Tx",Yes,501 - 1000,120725,5,Insurance ,,0
2/19/2021 7:46:01,security analyst ,"Des Moines, Iowa",No,51 - 500,"72,000",10,financial ,,none
2/19/2021 11:31:16,SDET / iOS dev ,st. louis ,No,1001 - 5000,"95,000",10,Telecommunications ,,no
2/19/2021 12:19:25,Software Engineer,"Seattle, WA",No,501 - 1000,200000,8,Medical,,0
2/19/2021 14:43:34,Lead QA Engineer,Los Angeles,No,51 - 500,"135,000",12,eCommerce,,Stock Options
2/19/2021 14:55:57,Security consultant,Seattle,Yes,> 5000,210000,19,Software,,Yes
2/19/2021 15:39:40,Associate Security Solution Engineer,"London, UK",Yes,> 5000,"Base Salary: £43,2000 ($60,000), total compensation OTE (with commissions included): up to £54,000 ($75,000)",1.8,"IT (Cloud Computing, Security, Networking, EUC)",,Stocks
2/19/2021 15:48:48,Deskside Tech Support,"Beaverton, OR",No,> 5000,"42,000",14,Sportswear ,,No
2/20/2021 9:33:38,Banana eater,Madagascar ,No,> 5000,50 bananas,0,Banana eating,,
2/20/2021 18:27:26,Operations manager ,San Francisco ,No,1001 - 5000,240K,2,Finance,,Yes rsu 
2/20/2021 19:22:48,Software Engineer,"Austin, TX",No,> 5000,"98,000",7,Video Games,,Both
2/20/2021 20:14:49,Associate software developer ,Cleveland Ohio,Yes,> 5000,60000,1,Financial,,
2/21/2021 10:28:45,Software Engineer,"Dublin, Ireland",Yes,501 - 1000,"€45,000",2,Insurance,,No
2/21/2021 11:43:09,Senior Software Engineer,"Boston, MA",No,51 - 500,147000,22,E-commerce,,10000
2/21/2021 12:58:00,Senior Software Engineer,"Cambridge, United Kingdom",No,501 - 1000,42k GBP,2,Tech consultancy,I joined a graduate position after doing a postdoc in theoretical physics - I think I joined a level below my experience deserved,"Bonus dependent on company profit, so far has been about 1k, although these have been weird years"
2/21/2021 13:34:47,Software Architect ,"Denver, CO",No,> 5000,189000,20,Defense ,,10000
2/21/2021 13:42:13,UX Engineer,"San Francisco, CA",No,> 5000,"135,000",2,Media ,,"150,000 RSUs vested over 4 years"
2/21/2021 13:50:15,Software Engineer,San Francisco,No,> 5000,186000,5,Technology,,180000
2/21/2021 14:08:35,Senior software engineer,"San Francisco, CA",No,> 5000,171000,5,Tech,,"$150,000/year"
2/21/2021 14:09:55,Engineering manager,"New York, NY",No,0 - 10,"160,000",7,Marketing,,3% equity over 4 years 
2/21/2021 14:35:56,Software engineer II,"New York, New York ",No,51 - 500,130k,5,Healthcare tech,,"Some equity, I think a standard entry level offer amou t"
2/21/2021 14:54:45,Backend engineer - level 3,Barcelona,No,1001 - 5000,72000,8,Tech - Delivery,,Phantom shares
2/21/2021 15:08:35,DevOps Infrastructure Engineer,Boston,Yes,> 5000,"$145,000",8,"Virtualization, Security",,"$56,275"
2/21/2021 15:55:46,Principal Data Analyst,"Durham, NC",Yes,1001 - 5000,115000,9,Big Pharma,,
2/21/2021 16:30:44,Senior Software Engineering Manager,"San Francisco, CA",No,> 5000,2500,10,Software,,Yes and yes 
2/21/2021 17:06:03,Senior Software Developer,"Atlanta, GA",No,11- 50,"140,000/yr",28,Software Development and Testing,,"Up to $10,000/yr"
2/21/2021 17:31:05,Engineering Manager,"Charlotte, NC",Yes,51 - 500,"165,000",10,Technology,,"No bonuses. Yes, stocks"
2/21/2021 17:43:26,Computational Biology,"Redwood City, California",No,11- 50,160000,4,Biotechnology,,No
2/21/2021 18:39:33,Senior Software Engineering Manager,"San Francisco, CA",No,> 5000,2500,10,Software,,Yes and yes 
2/21/2021 19:13:14,"Cloud Security Engineer, Mid","Arlington, VA ",No,> 5000,"105,000",3,"Gov consulting, cyber security and tech",,No
2/22/2021 8:01:38,Application Engineer ,"Pittsburgh, PA",No,11- 50,"55,000",3,IT Support ,,No
2/22/2021 12:29:36,Fullstack enginwer,"New York, ny",No,11- 50,160k,13,Entertainment,,No
2/22/2021 12:35:26,Senior Data Scientist,"Los Angeles, CA",No,51 - 500,155000,7,FinTech,,Stock options
2/22/2021 12:40:05,Senior Software Engineer 2,"Charlottesville, VA",No,51 - 500,"165,000",20,Weddings,,Stock options
2/22/2021 12:40:06,Vice President,Trenton NJ,No,51 - 500,"200,000",25,Sortware / Tech,,Yes
2/22/2021 12:45:17,Application Developer,NJ,No,> 5000,"99,800",2,Human Resources,None,No
2/22/2021 12:46:06,Staff Software Engineer ,"New Hope, Minnesota",Yes,51 - 500,"160,000",12,Technology ,,Stock options 
2/22/2021 12:50:07,Senior Software Development Engineer,"Los Angeles, CA",No,> 5000,"135,000",2,Finance,,"$10,000 bonus"
2/22/2021 12:56:31,Full Stack Developer,"Durham, NC",No,> 5000,"$95,000",2,Computer Software,,0
2/22/2021 12:58:01,It technician,"Fort Myers, FL",No,0 - 10,"40,000",1,Managed Services,,No 
2/22/2021 12:59:59,Senior Software Engineer,"Boston, MA",No,1001 - 5000,135000,3,iGaming and online entertainment,,10k bonus + a small amount of stock
2/22/2021 13:06:13,Data & Analytics Consultant,"Irvine, CA",No,501 - 1000,120000,5,Consulting ,,8% Bonus
2/22/2021 13:13:02,Software Engineer,Zürich,No,11- 50,90'000,5,IT,,30000
2/22/2021 13:13:12,Software/Electrical engineer,"St. Louis, missouri",No,11- 50,80000,3,Iot,,Na
2/22/2021 13:13:21,Senior Software Engineer,"Kaneohe, HI",Yes,51 - 500,145k,6,Solar,,no
2/22/2021 13:15:57,Data Scientist,Curitiba,No,51 - 500,30000,10,Insurance ,,5000
2/22/2021 13:17:44,Senior Software Engineer,"Seattle, WA",No,> 5000,"264,000",6,Cloud,,Yes
2/22/2021 13:21:14,Ux designer ,Karlsruhe. Germany,Yes,0 - 10,100k ,20,Digitalisation / transformation ,,Start up equity 
2/22/2021 13:34:42,Head of Software Development,"Haugesund, Norway",No,51 - 500,836000 NOK,14,"Energy, Broadband and Utilities",,No
2/22/2021 13:45:37,Senior Engineering Manager,"Toronto, ON",No,501 - 1000,175k (CAD),10,"B2B, SaaS, Monitoring",,"15% bonus, ~$50k stock per year"
2/22/2021 13:45:47,Director of Consulting,"Los Angeles, CA",No,> 5000,158000,12,Government,Primarily leading a team of developers doing back end engineering in Java,"4% match stocks, no bonuses"
2/22/2021 13:45:47,Web Systems Administrator,Portland,Yes,1001 - 5000,"65,000",6,Education,N/A,No
2/22/2021 13:46:20,Threat hunter,Germany,No,> 5000,"90,000",10,Military,,No
2/22/2021 13:48:33,lead blockchain engineer,"Berlin, Germany",Yes,0 - 10,~50000,5,alterative currency,,no
2/22/2021 13:48:36,Senior ruby on rails developer,Hyderabad,No,51 - 500,130000 rupees,6,Edtech,,No
2/22/2021 13:52:57,L7,"San Francisco, CA",No,> 5000,325000,15,Technology,,"$1.4M RSU over 4 years vesting monthly(40/25/20/15 split), 90k yearly bonus"
2/22/2021 13:53:40,System Administrator II,"Pontiac, Michigan",No,> 5000,"$67,500",8,Wholesale Mortgages,,Yes
2/22/2021 13:59:15,Software Engineer,Chicago,No,> 5000,135000,6,Business Software,,175k over 4 years period
2/22/2021 14:07:22,Senior Software Engineer,"Portland, OR",No,1001 - 5000,"143,500",8,SaaS,,"11,000"
2/22/2021 14:11:44,Senior frontend engineer,"Boston, MA",Yes,1001 - 5000,160000,5.5,Data analytics,,60000 annually
2/22/2021 14:12:49,Fraud analyst ,"Los Angeles, TX ",No,501 - 1000,24/hr ,5,"Tech, fashion ",,Stock options vested over 4 years 
2/22/2021 14:15:50,Software Engineer Manager,"Redmond, wa",Yes,1001 - 5000,225000,6,Finance,,275000
2/22/2021 14:28:16,Scrum Master,Atlanta,Yes,501 - 1000,"$103,000",4,Finance,,"Bonus $10,000"
2/22/2021 14:28:42,Lead Designer,"San Francisco, CA",No,1001 - 5000,200000,13,Social media,,
2/22/2021 14:29:39,Senior Development Project Manager,"Overland Park, Kansas",No,51 - 500,"96,700",8,IT,I'm the only senior and female on my team and I had to leave my previous company to make this much.,0
2/22/2021 14:33:07,Senior UX Design Manager,"San Francisco, CA",No,51 - 500,155000,9,Healthcare,,Stock options
2/22/2021 14:34:42,Engineer ,Miami Fl,Yes,51 - 500,"104,000",9,Information Technology ,,Yes
2/22/2021 14:34:48,Senior Product Manager,New York City,No,51 - 500,140k,10,Music,,Yes
2/22/2021 14:35:26,Web developer,NY,No,51 - 500,85000,2,Media,,No
2/22/2021 14:35:26,Software Engineer,Brazil,Yes,51 - 500,$20 hour,3,Housing,,
2/22/2021 14:37:07,Senior Developer,"Cleveland, OH",No,0 - 10,61000,8,Web development agency,,
2/22/2021 14:37:30,Senior Developer,NYC,Yes,51 - 500,$120k,5,E-commerce Agency,,$5k Bonus
2/22/2021 14:38:20,Systems Engineer II,"San Francisco, CA",No,> 5000,"165,000",5,Retail,,"10,000"
2/22/2021 14:42:35,Front End engineer,London,Yes,51 - 500,£67k,7,FinTech,,3k
2/22/2021 14:43:02,Sr Technical Marketing Engineer,"Columbus, OH",Yes,> 5000,215000,12,Enterprise Technology ,,"Yes, about 30k/yr"
2/22/2021 14:44:33,CTO,"McLean, Va",No,11- 50,160000,11,Rideshare,,yes
2/22/2021 14:45:31,Designer,"San Jose, California",No,1001 - 5000,"69,000",6,Gaming Hardware Technology,,Yes
2/22/2021 14:48:45,Software Developer,Denver,Yes,> 5000,102000,8,Analytics,,Around 5% bonus
2/22/2021 14:49:19,Senior IT Security Analyst,Dallas TX,No,> 5000,80K,10,Financial Services,10ish because I started working at the company in the summers during high school  ,No
2/22/2021 14:50:01,Process Engineer,"Princeton, New Jersey",No,51 - 500,"$85,000",3,Oil and Gas,"3 total weeks vacation, 7% 401k match",Annual bonus ~ 5% of salary
2/22/2021 14:51:54,Sr. Software Engineer ,"London, KY ",Yes,51 - 500,"110,000",13,Medical education ,,No stock. Bonuses last three years but not garaunteed
2/22/2021 14:51:57,Lead Engineer,Berlin,No,51 - 500,100000 USD,10,FinTech,,
2/22/2021 14:54:00,Electrical Engineer,"Tampa, FL",No,51 - 500,78900,7,Manufacturing,"first 5 in management role making 98, shifted back to technical role to reduce stress",0
2/22/2021 15:02:42,Consulting Architect,"Tysons, VA",Yes,> 5000,"130,000",10,Information Technology,,"Yes, Both"
2/22/2021 15:03:44,Senior Site Reliability Engineer,"Portland, Oregon",Yes,501 - 1000,"170,000",4,"Marijuana POS, Delivery, etc",,Not yet
2/22/2021 15:05:02,CTO ,"Houston, tx ",No,11- 50,124000 year,30,Industrial Automation,,Stock ~ 2% year
2/22/2021 15:05:23,Data scientist ,San Francisco ,No,11- 50,110000,4,Saas ,,
2/22/2021 15:05:41,Software Developer,"Austin, TX",No,> 5000,108000,3,Automotive,,"10,800"
2/22/2021 15:05:49,Software Engineer,"Hanover, MD",No,11- 50,125000,5,Defense,,No
2/22/2021 15:06:31,IT Specialist III,"Columbia, SC",No,1001 - 5000,35700,4,Education,,No
2/22/2021 15:06:57,Program Manager,"Denver, Co",No,> 5000,132000,8,Telecom,,Bonus 10% of salary
2/22/2021 15:07:35,Sr Web Engineer,"San Jose, California",No,> 5000,185000,15,Software,,30000
2/22/2021 15:09:12,Software Engineer,"New York, New York",Yes,11- 50,120k,5,Software,"Working for a European company owned by a Chinese company, hired as a contractor but salaried for legal reasons","KPI-based, expected range 30-50k, upper bound 70k"
2/22/2021 15:12:35,Lead Red Team Engineer,"Columbia, Maryland",Yes,> 5000,155000,6,Retail,,10% yearly bonus
2/22/2021 15:13:49,Engineer,"Brooklyn, NY",Yes,51 - 500,140000,8,Education,"We have location salary scaling like Gitlab does. Location coefficients are 0–1 but if you love they’ll never cut you more than 25%. It’s not cost of living adjusted, it’s cost of hiring a programmer in that city. ",Options
2/22/2021 15:17:31,CTO,"Bristol, United Kingdom",Yes,0 - 10,"£43,000",21,Media,Cofounder,Own stocks 
2/22/2021 15:17:31,Engineering Manager,Toronto,No,> 5000,180000,10,Fintech,,100000/yr
2/22/2021 15:19:54,Lead Application Developer,"Norfolk, VA",No,> 5000,"130,000",13,Financial/HR Services,"Way too many additional benefits to name, including 6% match on 401k, 30k reimbursement for adoption/fertility, unlimited sick time, charitable giving matching, 8 hours to be used for volunteer work, etc etc",10% performance based bonus
2/22/2021 15:20:21,Senior React Developer ,Wales UK,Yes,11- 50,"£50,000",5,Pharmacy,,No
2/22/2021 15:21:52,Software Engineer,"Washington, DC",No,51 - 500,120000,3,Travel,,Yes
2/22/2021 15:26:22,Senior front end developer,Istanbul Turkey,Yes,11- 50,32000USD/year,7,E-commerce,Working remotely for a California based company,No
2/22/2021 15:26:31,Data Engineer,Chicago IL,No,51 - 500,"100,000",1.5,Hospitality,"Small company owned by a huge company (>250,000 employees)",No
2/22/2021 15:28:36,SDE 2,"Tempe, Arizona",No,> 5000,224K,10,Tech,,Yes
2/22/2021 15:33:21,Senior Software Engineer,St. Petersburg Florida,Yes,> 5000,175,12,Creative Technology,Get your money!!!,ESPP + RSUs equalling another 150k
2/22/2021 15:33:42,Site Reliability Engineer,Chicago,No,51 - 500,"137,000",7,Recruiting,,None
2/22/2021 15:35:06,Software Architect,Philadelphia ,No,501 - 1000,123000,19,Software ,,1 to 3 percent bonuses
2/22/2021 15:35:11,Software Architect,Philadelphia ,No,501 - 1000,123000,19,Software ,,1 to 3 percent bonuses
2/22/2021 15:35:56,Senior Consultant,"Denver, CO",No,1001 - 5000,"141,000",5,Consulting,"I am a 30 y/o white woman, in case you are considering demographic info",varying % bonus
2/22/2021 15:39:20,Lead Software Solutions ,Washington D.C,Yes,51 - 500,"101,000",6,Government Contract,,Yes 
2/22/2021 15:44:51,Jr. Cloud Engineer ,"Chicago, IL ",No,> 5000,"88,000",3,Computer software ,,Yes
2/22/2021 15:47:19,software engineer ,"New York, NY",No,11- 50,"135,000",2.5,SAAS ,,Stock
2/22/2021 15:47:38,prout,england,Yes,11- 50,12euros,12,edtech,,
2/22/2021 15:49:43,Software Engineer II,"San Francisco, CA",No,51 - 500,"$140,000",5,Fashion,Hired at the top of my salary band two years ago with expectation I’d get promoted to senior SWE quickly. Two years in still no promotion. ,Some stocks
2/22/2021 15:49:59,Software engineer ,"Boston, MA",No,11- 50,130000,5,API infrastructure ,,Stock options 
2/22/2021 15:50:14,Product Designer,"Durham, NC",No,51 - 500,"105,000",5,Transportation,,no
2/22/2021 15:52:04,Marketing manager,London UK,No,11- 50,£32500,7,Cleaning,,No
2/22/2021 15:52:14,Associate,"Indianapolis, Indiana",No,> 5000,57000,1,Technology consulting,,4000
2/22/2021 15:53:10,Solutions Architect,"Norfolk, VA",No,> 5000,132000,20,Consulting,,none
2/22/2021 15:53:49,Senior Integrated Tech Consultant,"Birmingham, AL",Yes,> 5000,"$62,000",5,Healthcare IT,,Yes
2/22/2021 15:54:18,Staff Software Engineer,Boston,Yes,1001 - 5000,160000,8,Cloud hosting,,no
2/22/2021 15:56:01,L7 Software Engineer,San Francisco,No,501 - 1000,"$275,000",14,Logistics,,"$1.4M Stock, 4 year vest, 1 year cliff"
2/22/2021 15:58:59,Senior UX Researcher,"Boston, MA",Yes,> 5000,188000,10,Internet,,"100k Stocks, 15% bonus"
2/22/2021 15:59:48,Developer ,Stockholm ,No,0 - 10,87k/y,20,Bank,,No
2/22/2021 16:00:20,Software Engineer,"Columbus, Ohio",Yes,51 - 500,157000,9,Construction,,3000 stock options
2/22/2021 16:01:28,Software Engineer,"Cambridge, MA",No,> 5000,"452,000",7,Financial Services,,already included in total comp
2/22/2021 16:01:29,Associate Product Manager,"Austin, Texas",No,> 5000,115000,10,Grocery Retail,,15000
2/22/2021 16:02:08,Software Engineer,Nashville,Yes,51 - 500,75000,1,Staffing,,No
2/22/2021 16:03:33,Cybersecurity Specialist,Boston,Yes,> 5000,"120,000",12,Government Contractor,,Yes
2/22/2021 16:05:40,Backend developer,Porto,No,501 - 1000,"31,000€",6,outsourcing,,no
2/22/2021 16:06:08,VP,NYC,No,> 5000,160000,25,Finance,,10k bonus
2/22/2021 16:07:25,Penetration Tester,"Hays, Kansas",Yes,1001 - 5000,"125,000",4,Financial,,Bonuses 20k
2/22/2021 16:07:28,Software Engineering in Test,"Madison, WI",Yes,51 - 500,"115,000",3,Healthcare,,Stocks
2/22/2021 16:07:55,Software Engineer IV,FL,No,501 - 1000,145000,15,Healthcare,,No
2/22/2021 16:08:27,Site Reliability Engineer,"Palma, Spain",Yes,11- 50,45000€/year,6,IT Consultancy,,
2/22/2021 16:08:37,Senior software engineer ,"Seattle, WA",No,11- 50,145,6,Consulting,,N/a
2/22/2021 16:09:40,Senior software engineer,Paris,No,51 - 500,70000,85000,Media ,,
2/22/2021 16:10:38,Technical Architect,"New York City, New York",No,> 5000,"$500,000",22,FinTech,,"Yes on Bonus, No on Stock"
2/22/2021 16:10:53,Software Engineer,"Charlotte, NC",No,51 - 500,"90,000",5,IT,no,no
2/22/2021 16:12:17,VP of customer experience ,"New York, NY",No,11- 50,"132,000",8,Hardware,,Stock 
2/22/2021 16:12:34,Senior Data Analyst,"Chicago, IL",No,> 5000,90000,1,Real Estate,Job offer after 1 year out of boot camp,7% bonus
2/22/2021 16:12:47,Test,Test,Yes,51 - 500,60000,10,Test,,
2/22/2021 16:13:08,Software Developer,"Coeur d’Alene, ID",Yes,0 - 10,60k,2,Web-dev contracting,,20k
2/22/2021 16:16:38,Team Lead/Senior Software Engineer,"Vancouver, BC ",Yes,51 - 500,166k CAD,6,community,,ISOs
2/22/2021 16:17:18,Software Engineer,"Bristol, UK",No,11- 50,"41,000",3,Finance,,10k.
2/22/2021 16:17:39,QA Engineer,Portland Oregon,Yes,51 - 500,"60,000",1,Sales Enablement,Some stock options and a couple of gift cards,
2/22/2021 16:19:04,Software engineer,Vienna,No,11- 50,"48,000€",3,Insurance,,
2/22/2021 16:19:46,Software Engineer,"Sioux Falls, SD",No,51 - 500,"70,700",5,Agriculture,,3-5% a year
2/22/2021 16:21:20,Security engineer,"Oakland, California",Yes,1001 - 5000,"213,000.00",16,Tech security,,Yes
2/22/2021 16:21:28,QA Engineer,Kosovo,Yes,51 - 500,650,1.5,Tech,,No
2/22/2021 16:26:41,Senior Software Engineer,"Chicago, Il",No,51 - 500,"124,000",4,Saas Marketing,,
2/22/2021 16:27:17,Just lookin,"Vancouver, WA",No,> 5000,1,20,Retail,,Yes
2/22/2021 16:29:10,Software engineer ,Austin,No,51 - 500,40k,15,Tech,,No
2/22/2021 16:29:55,Backend Developer,"Vancouver, BC",No,11- 50,"54,000 USD",0,Accounting,Hired on a contract. ,No
2/22/2021 16:31:50,Senior Front End Web Developer,"Milwaukee, WI",Yes,11- 50,"80,000",5,Digital Marketing,,Bonuses
2/22/2021 16:32:28,A,A,Yes,0 - 10,A,1,A,,
2/22/2021 16:33:32,CloudOps Engineer,"Davis, CA",No,1001 - 5000,"60,000",1.5,Software as a Service ,,No
2/22/2021 16:33:33,Platform security engineer ,CA,No,> 5000,165000,4,Consumer electronics ,,12%
2/22/2021 16:38:09,Software Architect,"Philadelphia, PA",Yes,51 - 500,135000,12,Healthcare,,0
2/22/2021 16:39:30,Senior Software Engineer,"Miami, FL",Yes,11- 50,150000,8,Startup,,Equity
2/22/2021 16:41:52,Lead Software Engineer,Frankfurt (Germany),No,> 5000,"69,000€",11,Business Software,,"6,000€"
2/22/2021 16:43:26,Data scientist ,"Berlin, Germany",No,51 - 500,52000 pY,2,Recruiting ,,No
